,Company,Date Joined,Industry,City,Continent,Year Founded,Funding,Valuation (March) ($B),Select Investors (March),Valuation (November) ($B),Select Investors (November)
939,Moka,2021-11-02,Internet software & services,Beijing,Asia,2015,$144M,3.397312859884837,"GGV Capital, GSR Ventures, FreesFund",1.0,"GGV Capital, GSR Ventures, FreesFund"
940,Momenta,2018-10-17,Artificial intelligence,Beijing,Asia,2016,$1B,1.0,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",1.0,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China"
941,Morning Consult,2021-06-08,Internet software & services,Washington DC,North America,2014,$91M,1.0,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",1.0,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems"
942,Movile,2018-07-12,Mobile & telecommunications,Sao Paulo,South America,1998,$588M,1.0,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",1.0,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures"
943,Mux,2021-04-30,Internet software & services,San Francisco,North America,2015,$174M,1.0,"Accel, Cobalt Capital, Andreessen Horowitz",1.0,"Accel, Cobalt Capital, Andreessen Horowitz"
944,Nature's Fynd,2021-07-19,Other,Chicago,North America,2012,$463M,3.397312859884837,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",1.0,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures"
945,News Break,2021-01-07,Internet software & services,Mountain View,North America,2015,$151M,1.0,"IDG Capital, Francisco Partners, ZhenFund",3.1652201257861634,"IDG Capital, Francisco Partners, ZhenFund"
946,Newsela,2021-02-25,Internet software & services,New York,North America,2013,$172M,3.397312859884837,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",1.0,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners"
947,NIUM,2021-07-13,Fintech,,Asia,2014,$285M,1.0,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",3.1652201257861634,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures"
948,NoBroker,2021-11-23,Internet software & services,Bengaluru,Asia,2014,$424M,3.397312859884837,"General Atlantic, Elevation Capital, BEENEXT",1.0,"General Atlantic, Elevation Capital, BEENEXT"
949,Noname Security,2021-12-15,Cybersecurity,Palo Alto,North America,2020,$220M,3.397312859884837,"Insight Partners, Lightspeed Venture Partners, CyberStarts",1.0,"Insight Partners, Lightspeed Venture Partners, CyberStarts"
950,Numbrs,2019-08-22,Fintech,Zurich,Europe,1999,$105M,1.0,"Investment Corporation of Dubai, Centralway",1.0,"Investment Corporation of Dubai, Centralway"
951,Omada Health,2022-02-23,Health,San Francisco,North America,2011,$449M,3.397312859884837,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",1.0,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz"
952,Omio,2018-10-23,Travel,Berlin,Europe,2013,$396M,1.0,"Lakestar, Battery Ventures, New Enterprise Associates",1.0,"Lakestar, Battery Ventures, New Enterprise Associates"
953,ONE,2021-12-08,Internet software & services,,Asia,2011,$515M,1.0,"Temasek, Guggenheim Investments, Qatar Investment Authority",1.0,"Temasek, Guggenheim Investments, Qatar Investment Authority"
954,OpenWeb,2021-11-09,Internet software & services,New York,North America,2012,$223M,1.0,"Insight Partners, AltaIR Capital, Norma Investments",1.5,"Insight Partners, AltaIR Capital, Norma Investments"
955,Orca Bio,2020-06-17,Health,Menlo Park,North America,2016,$192M,3.397312859884837,"Lightspeed Venture Partners, Data Collective, 8VC",1.0,"Lightspeed Venture Partners, Data Collective, 8VC"
956,Orchard,2021-09-09,Fintech,New York,North America,2017,$252M,1.0,"Accomplice, Juxtapose, FirstMark Capital",3.1652201257861634,"Accomplice, Juxtapose, FirstMark Capital"
957,Owkin,2021-11-18,Artificial Intelligence,New York,North America,2016,$254M,1.0,"Google Ventures, Cathay Innovation, NJF Capital",3.1652201257861634,"Google Ventures, Cathay Innovation, NJF Capital"
958,PandaDoc,2021-09-22,Internet software & services,San Francisco,North America,2016,$51M,3.397312859884837,"Rembrandt Venture Partners, M12, Altos Ventures",1.0,"Rembrandt Venture Partners, M12, Altos Ventures"
959,Pat McGrath Labs,2018-07-16,Consumer & retail,New York,North America,2016,$60M,3.397312859884837,"One Luxury Group, Eurazeo",1.0,"One Luxury Group, Eurazeo"
960,PatSnap,2021-03-16,Internet software & services,,Asia,2007,$352M,1.0,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",1.0,"Sequoia Capital China, Shunwei Capital Partners, Qualgro"
961,Payhawk,2022-02-14,Fintech,London,Europe,2018,$239M,3.397312859884837,"Earlybird Venture Capital, Eleven Ventures, QED Investors",1.0,"Earlybird Venture Capital, Eleven Ventures, QED Investors"
962,Pentera,2022-01-11,Cybersecurity,Petah Tikva,Asia,2015,$190M,3.397312859884837,"AWZ Ventures, Blackstone, Insight Partners",1.0,"AWZ Ventures, Blackstone, Insight Partners"
963,Pet Circle,2021-12-06,E-commerce & direct-to-consumer,Alexandria,Oceania,2011,$125M,3.397312859884837,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",1.0,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners"
964,PicsArt,2021-08-26,Mobile & telecommunications,San Francisco,North America,2011,$195M,3.397312859884837,"Sequoia Capital, DCM Ventures, Insight Partners",1.0,"Sequoia Capital, DCM Ventures, Insight Partners"
965,PLACE,2021-11-17,Internet software & services,Bellingham,North America,2020,$100M,3.397312859884837,"Goldman Sachs Asset Management, 3L",1.0,"Goldman Sachs Asset Management, 3L"
966,Placer.ai,2022-01-12,Artificial intelligence,Los Altos,North America,2016,$166M,3.397312859884837,"Fifth Wall Ventures, JBV Capital, Array Ventures",1.0,"Fifth Wall Ventures, JBV Capital, Array Ventures"
967,Playco,2020-09-21,Other,Tokyo,Asia,2020,$140M,3.397312859884837,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",1.0,"Sozo Ventures, Caffeinated Capital, Sequoia Capital"
968,Poizon,2019-04-29,Mobile & telecommunications,Shanghai,Asia,2015,Unknown,1.0,"DST Global, Sequoia Capital China, Gaorong Capital",3.1652201257861634,"DST Global, Sequoia Capital China, Gaorong Capital"
969,PPRO,2021-01-19,Fintech,London,Europe,2006,$370M,3.397312859884837,"Wellington Management, Eurazeo, Citi Ventures",1.0,"Wellington Management, Eurazeo, Citi Ventures"
970,Printful,2021-05-24,Other,Charlotte,North America,2016,$130M,3.397312859884837,Bregal Sagemount,1.0,Bregal Sagemount
971,Quantum Metric,2021-01-07,Data management & analytics,Colorado Springs,North America,2015,$226M,1.0,"Insight Partners, Bain Capital Ventures",3.1652201257861634,"Insight Partners, Bain Capital Ventures"
972,Quizlet,2020-05-13,Edtech,San Francisco,North America,2005,$62M,3.397312859884837,"Union Square Ventures, Altos Ventures, Costanoa Ventures",1.0,"Union Square Ventures, Altos Ventures, Costanoa Ventures"
973,RapidAPI,2022-03-23,Internet software & services,San Francisco,North America,2015,$273M,1.0,"Green Bay Ventures, M12, Andreessen Horowitz",1.0,"Green Bay Ventures, M12, Andreessen Horowitz"
974,Razor,2021-11-08,Consumer & retail,Berlin,Europe,2020,$167M,3.397312859884837,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",1.0,"Global Founders Capital, 468 Capital, Redalpine Venture Partners"
975,Red Ventures,2015-01-07,Other,Fort Mill,North America,2000,$250M,1.0,"Silver Lake Partners, General Atlantic",3.1652201257861634,"Silver Lake Partners, General Atlantic"
976,REEF Technology,2018-12-10,"Supply chain, logistics, & delivery",Miami,North America,2015,$2B,1.0,"Target Global, UBS Asset Management, Mubadala Capital",3.1652201257861634,"Target Global, UBS Asset Management, Mubadala Capital"
977,ReliaQuest,2021-12-01,Cybersecurity,Tampa,North America,2007,$330M,3.397312859884837,"KKR, FTV Capital, Ten Eleven Ventures",1.0,"KKR, FTV Capital, Ten Eleven Ventures"
978,Revolution Precrafted,2017-10-23,Other,Manila,Asia,2015,$15M,3.397312859884837,"K2 Global, 500 Startups",1.0,"K2 Global, 500 Startups"
979,Rothy's,2021-12-21,Consumer & retail,San Francisco,North America,2016,$484M,3.397312859884837,"Alpargatas, GS Growth, Lightspeed Venture Partners",1.0,"Alpargatas, GS Growth, Lightspeed Venture Partners"
980,SaltPay,2021-04-09,Fintech,London,Europe,2019,$1B,3.397312859884837,"Tiger Global Management, Hedosophia",1.0,"Tiger Global Management, Hedosophia"
981,Savage X Fenty,2021-02-10,E-commerce & direct-to-consumer,El Segundo,North America,2018,$310M,3.397312859884837,"Speedinvest, Valar Ventures, Uniqa Ventures",1.0,"Speedinvest, Valar Ventures, Uniqa Ventures"
982,Scalapay,2022-02-23,Fintech,Milan,Europe,2019,$416M,3.397312859884837,"Fasanara Capital, Tiger Global Management, Baleen Capital",1.0,"Fasanara Capital, Tiger Global Management, Baleen Capital"
983,Scandit,2022-02-09,"Supply chain, logistics, & delivery",Zurich,Europe,2009,$273M,1.0,"Atomico, NGP Capital, Google Ventures",3.1652201257861634,"Atomico, NGP Capital, Google Ventures"
984,Sentry,2021-02-18,Other,San Francisco,North America,2011,$127M,3.397312859884837,"New Enterprise Associates, Accel, Bond",3.0,"New Enterprise Associates, Accel, Bond"
985,Shield AI,2021-08-24,Artificial intelligence,San Diego,North America,2015,$328M,3.397312859884837,"Andreessen Horowitz, Homebrew, Point72 Ventures",1.0,"Andreessen Horowitz, Homebrew, Point72 Ventures"
986,Shift Technology,2021-05-06,Artificial intelligence,Paris,Europe,2014,$545M,3.397312859884837,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",1.0,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures"
987,ShipBob,2021-06-29,"Supply chain, logistics, & delivery",Chicago,North America,2014,$331M,3.397312859884837,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures",1.0,"Hyde Park Venture Partners,	FundersClub. Bain Capital Ventures"
988,Shippo,2021-06-02,"Supply chain, logistics, & delivery",San Francisco,North America,2013,$154M,3.397312859884837,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",1.0,"Version One Ventures, Uncork Capital, Bessemer Venture Partners"
989,Sidecar Health,2021-01-26,Fintech,El Segundo,North America,2018,$163M,1.0,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",1.0,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures"
990,Sift,2021-04-22,Artificial intelligence,San Francisco,North America,2011,$157M,1.0,"Union Square Ventures, Insight Partners, Spark Capital",3.1652201257861634,"Union Square Ventures, Insight Partners, Spark Capital"
991,Skydio,2021-02-25,"Supply chain, logistics, & delivery",Redwood City,North America,2014,$340M,3.397312859884837,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",1.0,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel"
992,Slice,2021-11-28,Fintech,Bengaluru,Asia,2015,$249M,3.397312859884837,"Gunosy Capital, Blume Ventures, Das Capital",1.8,"Gunosy Capital, Blume Ventures, Das Capital"
993,SmartAsset,2021-06-24,Fintech,New York,North America,2012,$161M,1.0,"Javelin Venture Partners, TTV Capital, Peterson Ventures",1.0,"Javelin Venture Partners, TTV Capital, Peterson Ventures"
994,SMS Assist,2016-06-07,Internet software & services,Chicago,North America,2003,$255M,3.397312859884837,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",1.0,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital"
995,SnapLogic,2021-12-13,Internet software & services,San Mateo,North America,2006,$371M,3.397312859884837,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",1.0,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners"
996,Snorkel AI,2021-08-09,Artificial intelligence,Palo Alto,North America,2019,$135M,3.397312859884837,"Greylock Partners, Google Ventures, BlackRock",1.0,"Greylock Partners, Google Ventures, BlackRock"
997,Solo.io,2021-10-07,Internet software & services,Cambridge,North America,2017,$172M,1.0,"True Ventures, Altimeter Capital, Redpoint Ventures",1.0,"True Ventures, Altimeter Capital, Redpoint Ventures"
998,Splashtop,2021-01-27,Internet software & services,San Jose,North America,2006,$114M,1.0,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",1.0,"Storm Ventures, DFJ DragonFund, New Enterprise Associates"
999,Standard,2021-02-17,Artificial intelligence,San Francisco,North America,2017,$239M,3.397312859884837,"CRV, Y Combinator, Initialized Capital",1.0,"CRV, Y Combinator, Initialized Capital"
1000,Stytch,2021-11-18,Cybersecurity,San Francisco,North America,2020,$126M,3.397312859884837,"Index Ventures, Benchmark, Thrive Capital",1.0,"Index Ventures, Benchmark, Thrive Capital"
1001,Swile,2021-10-11,Fintech,Montpellier,Europe,2016,$326M,3.397312859884837,"Index Ventures, IDInvest Partners, Daphni",1.0,"Index Ventures, IDInvest Partners, Daphni"
1002,Tarana Wireless,2022-03-23,Mobile & telecommunications,Milpitas,North America,2009,$376M,3.397312859884837,"Prime Movers Lab, Khosla Ventures, I Squared Capital",1.0,"Prime Movers Lab, Khosla Ventures, I Squared Capital"
1003,TechStyle Fashion Group,2014-08-29,E-commerce & direct-to-consumer,El Segundo,North America,2010,$336M,1.0,"Matrix Partners, Passport Capital, Rho Ventures",3.1652201257861634,"Matrix Partners, Passport Capital, Rho Ventures"
1004,TensTorrent,2021-05-05,Artificial intelligence,Toronto,North America,2016,$235M,1.0,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",3.1652201257861634,"Eclipse Ventures, Fidelity Investments, Moore Capital Management"
1005,TERMINUS Technology,2018-10-25,Hardware,Beijing,Asia,2015,$623M,3.397312859884837,"China Everbright Limited, IDG Capital, iFLYTEK",1.0,"China Everbright Limited, IDG Capital, iFLYTEK"
1006,Tezign,2021-11-02,Internet software & services,Shanghai,Asia,2015,$151M,1.0,"Sequoia Capital China, Linear Venture, Hearst Ventures",1.0,"Sequoia Capital China, Linear Venture, Hearst Ventures"
1007,The Zebra,2021-04-12,E-commerce & direct-to-consumer,Austin,North America,2012,$257M,3.397312859884837,"Silverton Partners, Accel, Ballast Point Ventures",1.0,"Silverton Partners, Accel, Ballast Point Ventures"
1008,Thirty Madison,2021-06-02,Health,New York,North America,1993,$210M,1.0,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",3.1652201257861634,"Northzone Ventures, Maveron, Johnson & Johnson Innovation"
1009,Thought Machine,2021-11-29,Fintech,London,Europe,2014,$403M,3.397312859884837,"British Patient Capital, SEB Venture Capital, IQ Capital",2.7,"British Patient Capital, SEB Venture Capital, IQ Capital"
1010,Timescale,2022-02-22,Internet software & services,New York,North America,2015,$181M,1.0,"New Enterprise Associates, Benchmark, Two Sigma Ventures",3.1652201257861634,"New Enterprise Associates, Benchmark, Two Sigma Ventures"
1011,Tractable,2021-06-16,Artificial intelligence,London,Europe,2014,$120M,3.397312859884837,"Insight Partners, Ignition Partners, Georgian Partners",1.0,"Insight Partners, Ignition Partners, Georgian Partners"
1012,Tresata,2018-10-10,Fintech,Charlotte,North America,2011,$51M,1.0,GCP Capital Partners,3.1652201257861634,GCP Capital Partners
1013,TrialSpark,2021-09-30,Health,New York,North America,2014,$156M,3.397312859884837,"Sequoia Capital, Thrive Capital, Sound Ventures",1.0,"Sequoia Capital, Thrive Capital, Sound Ventures"
1014,TrueLayer,2021-09-21,Fintech,London,Europe,2016,$271M,3.397312859884837,"Anthemis, Connect Ventures, Northzone Ventures",1.0,"Anthemis, Connect Ventures, Northzone Ventures"
1015,Unico,2021-08-03,Artificial intelligence,Sao Paulo,South America,2007,$237M,1.0,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",2.6,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures"
1016,Vagaro,2021-11-03,Internet software & services,Dublin,North America,2009,$163M,3.397312859884837,FTV Capital,1.0,FTV Capital
1017,Vedantu,2021-09-29,Edtech,Bengaluru,Asia,2014,$292M,3.397312859884837,"Accel, Tiger Global Management, Omidyar Network",1.0,"Accel, Tiger Global Management, Omidyar Network"
1018,Veev,2022-02-24,Internet software & services,San Mateo,North America,2008,$585M,1.0,"Zeev Ventures, Bond, Fifth Wall Ventures",3.1652201257861634,"Zeev Ventures, Bond, Fifth Wall Ventures"
1019,Vise,2021-05-18,Fintech,New York,North America,2016,$128M,3.397312859884837,"Sequoia Capital, Founders Fund, Bling Capital",1.0,"Sequoia Capital, Founders Fund, Bling Capital"
1020,Visier,2021-06-29,Internet software & services,Vancouver,North America,2010,$217M,1.0,"Foundation Capital, Summit Partners, Adams Street Partners",3.1652201257861634,"Foundation Capital, Summit Partners, Adams Street Partners"
1021,VOI,2021-12-21,Travel,Stockholm,Europe,2018,$516M,1.0,"Vostok New Ventures, The Raine Group, Balderton Capital",3.1652201257861634,"Vostok New Ventures, The Raine Group, Balderton Capital"
1022,Vox Media,2015-08-12,Internet software & services,Washington,North America,2011,$308M,3.397312859884837,"Accel Partners, Comcast Ventures, General Atlantic",1.0,"Accel Partners, Comcast Ventures, General Atlantic"
1023,VTS,2019-05-07,Internet software & services,New York,North America,2012,$187M,3.397312859884837,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",1.0,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners"
1024,Watershed,2022-02-08,Internet software & services,San Francisco,North America,2019,$70M,1.0,"Kleiner Perkins Caufield & Byers, Sequoia Capital",3.1652201257861634,"Kleiner Perkins Caufield & Byers, Sequoia Capital"
1025,Weights & Biases,2021-10-13,Internet software & services,San Francisco,North America,2017,$200M,3.397312859884837,"Coatue Management, Insight Partners, Trinity Ventures",1.0,"Coatue Management, Insight Partners, Trinity Ventures"
1026,WeLab,2017-11-08,FinTech,,Asia,2013,$871M,3.397312859884837,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund",1.0,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund"
